Year,District,Crop,Rainfall,Temperature,Humidity,Yield
2020,Hoshiarpur,Mustard,560,29.4,69,1.65
2021,Hoshiarpur,Mustard,863,34.6,51,2.32
2022,Hoshiarpur,Mustard,742,30.9,75,1.91
2023,Hoshiarpur,Mustard,1048,24.8,63,2.4
2024,Hoshiarpur,Mustard,781,34.0,74,1.77
2010,Hoshiarpur,Potato,801,26.6,83,5.24
2011,Hoshiarpur,Potato,635,31.1,57,4.69
2012,Hoshiarpur,Potato,643,27.6,51,5.48
2013,Hoshiarpur,Potato,1043,32.0,60,5.14
2014,Hoshiarpur,Potato,461,27.8,77,4.94
2015,Hoshiarpur,Potato,902,32.8,52,5.49
2016,Hoshiarpur,Potato,825,25.8,78,5.16
2017,Hoshiarpur,Potato,474,32.6,65,4.54
2018,Hoshiarpur,Potato,675,28.9,67,5.33
2019,Hoshiarpur,Potato,708,34.8,83,4.54
2020,Hoshiarpur,Potato,754,31.6,71,4.84
2021,Hoshiarpur,Potato,603,26.9,53,4.55
2022,Hoshiarpur,Potato,899,29.7,52,4.7
2023,Hoshiarpur,Potato,1038,26.6,62,4.92
2024,Hoshiarpur,Potato,840,24.3,78,5.01
2010,Hoshiarpur,Bajra,521,25.9,72,1.96
2011,Hoshiarpur,Bajra,733,32.1,83,2.1
2012,Hoshiarpur,Bajra,1068,24.0,63,1.9
2013,Hoshiarpur,Bajra,984,27.0,69,2.64
2014,Hoshiarpur,Bajra,760,28.7,68,2.26
2015,Hoshiarpur,Bajra,810,24.4,50,1.73
2016,Hoshiarpur,Bajra,699,30.8,59,2.12
2017,Hoshiarpur,Bajra,781,30.3,64,1.93
2018,Hoshiarpur,Bajra,653,34.4,56,2.47
2019,Hoshiarpur,Bajra,986,32.8,54,1.94
2020,Hoshiarpur,Bajra,847,24.2,81,2.08
2021,Hoshiarpur,Bajra,549,28.2,63,2.01
2022,Hoshiarpur,Bajra,405,31.2,54,2.32
2023,Hoshiarpur,Bajra,897,28.6,84,2.33
2024,Hoshiarpur,Bajra,959,24.4,85,1.97
2010,Hoshiarpur,Gram,1053,31.2,77,2.26
2011,Hoshiarpur,Gram,456,33.9,51,2.06
2012,Hoshiarpur,Gram,795,25.8,79,1.4
2013,Hoshiarpur,Gram,703,30.0,70,1.69
2014,Hoshiarpur,Gram,774,25.2,51,1.54
2015,Hoshiarpur,Gram,400,32.8,52,2.26
2016,Hoshiarpur,Gram,577,34.7,67,2.0
2017,Hoshiarpur,Gram,1014,33.7,79,2.23
2018,Hoshiarpur,Gram,1006,27.3,83,1.37
2019,Hoshiarpur,Gram,427,33.8,74,2.1
2020,Hoshiarpur,Gram,505,25.7,55,1.93
2021,Hoshiarpur,Gram,496,34.5,74,1.69
2022,Hoshiarpur,Gram,431,31.4,67,1.75
2023,Hoshiarpur,Gram,713,29.7,71,1.63
2024,Hoshiarpur,Gram,782,27.3,61,2.08
2010,Hoshiarpur,Sunflower,798,27.9,74,2.15
2011,Hoshiarpur,Sunflower,421,32.8,53,2.36
2012,Hoshiarpur,Sunflower,904,28.0,68,1.89
2013,Hoshiarpur,Sunflower,762,27.2,58,2.77
2014,Hoshiarpur,Sunflower,609,32.1,52,2.36
2015,Hoshiarpur,Sunflower,832,29.1,61,2.73
2016,Hoshiarpur,Sunflower,1026,31.5,85,2.57
2017,Hoshiarpur,Sunflower,576,33.8,61,2.27
2018,Hoshiarpur,Sunflower,996,29.8,60,2.22
2019,Hoshiarpur,Sunflower,913,33.2,72,2.34
2020,Hoshiarpur,Sunflower,921,27.6,55,1.9
2021,Hoshiarpur,Sunflower,1078,31.2,53,1.88
2022,Hoshiarpur,Sunflower,586,29.0,75,2.72
2023,Hoshiarpur,Sunflower,787,33.0,64,2.46
2024,Hoshiarpur,Sunflower,437,27.9,80,2.39
2010,Faridkot,Wheat,467,29.9,71,3.71
2011,Faridkot,Wheat,1097,29.0,60,3.6
2012,Faridkot,Wheat,614,31.1,50,3.78
2013,Faridkot,Wheat,503,32.7,56,3.24
2014,Faridkot,Wheat,884,24.3,69,3.95
2015,Faridkot,Wheat,410,27.6,58,3.18
2016,Faridkot,Wheat,549,27.0,61,3.68
2017,Faridkot,Wheat,844,27.6,58,3.78
2018,Faridkot,Wheat,982,25.5,76,3.55
2019,Faridkot,Wheat,1047,31.5,73,3.6
2020,Faridkot,Wheat,1005,28.6,81,3.4
2021,Faridkot,Wheat,778,34.5,53,3.58
2022,Faridkot,Wheat,670,34.5,80,3.88
2023,Faridkot,Wheat,411,31.4,72,3.5
2024,Faridkot,Wheat,776,31.4,53,3.2
2010,Faridkot,Rice,528,25.1,69,4.59
2011,Faridkot,Rice,844,29.5,78,4.34
2012,Faridkot,Rice,450,32.1,77,4.09
2013,Faridkot,Rice,572,32.0,55,4.37
2014,Faridkot,Rice,489,26.1,70,4.06
2015,Faridkot,Rice,1024,33.2,56,4.22
2016,Faridkot,Rice,1020,25.2,82,4.41
2017,Faridkot,Rice,911,26.7,61,4.45
2018,Faridkot,Rice,781,33.1,65,4.04
2019,Faridkot,Rice,769,24.2,75,4.38
2020,Faridkot,Rice,553,25.7,71,4.78
2021,Faridkot,Rice,429,34.7,82,4.71
2022,Faridkot,Rice,790,25.2,81,4.82
2023,Faridkot,Rice,716,27.5,56,4.7
2024,Faridkot,Rice,894,28.8,83,4.85
2010,Faridkot,Cotton,951,30.5,62,3.11
2011,Faridkot,Cotton,628,28.6,71,3.06
2012,Faridkot,Cotton,962,29.2,61,2.76
2013,Faridkot,Cotton,443,25.4,65,3.04
2014,Faridkot,Cotton,612,33.0,76,3.14
2015,Faridkot,Cotton,444,28.8,63,2.75
2016,Faridkot,Cotton,573,30.0,83,2.32
2017,Faridkot,Cotton,1090,27.3,82,3.01
2018,Faridkot,Cotton,861,24.6,64,3.29
2019,Faridkot,Cotton,854,30.4,75,2.32
2020,Faridkot,Cotton,984,31.2,67,3.29
2021,Faridkot,Cotton,684,27.8,53,2.93
2022,Faridkot,Cotton,962,32.0,80,3.12
2023,Faridkot,Cotton,805,25.0,66,2.89
2024,Faridkot,Cotton,1022,33.2,54,3.17
2010,Faridkot,Maize,1073,24.6,62,2.57
2011,Faridkot,Maize,979,24.7,60,2.74
2012,Faridkot,Maize,421,31.8,85,2.8
2013,Faridkot,Maize,410,29.3,51,3.18
2014,Faridkot,Maize,691,27.0,64,3.0
2015,Faridkot,Maize,829,30.1,77,2.97
2016,Faridkot,Maize,433,32.6,80,2.64
2017,Faridkot,Maize,1028,24.6,85,3.28
2018,Faridkot,Maize,1004,33.1,52,2.99
2019,Faridkot,Maize,987,24.9,64,3.2
2020,Faridkot,Maize,663,33.9,71,2.68
2021,Faridkot,Maize,645,26.8,68,3.03
2022,Faridkot,Maize,476,26.0,70,2.78
2023,Faridkot,Maize,852,26.4,69,2.77
2024,Faridkot,Maize,833,26.6,82,3.16
2010,Faridkot,Sugarcane,956,28.4,73,6.4
2011,Faridkot,Sugarcane,936,34.5,59,5.91
2012,Faridkot,Sugarcane,731,26.6,65,6.34
2013,Faridkot,Sugarcane,706,27.2,74,5.72
2014,Faridkot,Sugarcane,441,31.2,76,5.95
2015,Faridkot,Sugarcane,1016,34.0,51,5.53
2016,Faridkot,Sugarcane,441,26.4,70,5.75
2017,Faridkot,Sugarcane,847,28.5,54,6.45
2018,Faridkot,Sugarcane,510,28.8,82,5.8
2019,Faridkot,Sugarcane,859,29.2,78,6.38
2020,Faridkot,Sugarcane,592,28.5,53,6.02
2021,Faridkot,Sugarcane,870,27.2,82,5.81
2022,Faridkot,Sugarcane,422,33.2,77,5.78
2023,Faridkot,Sugarcane,949,29.5,81,5.8
2024,Faridkot,Sugarcane,805,28.3,69,5.61
2010,Faridkot,Mustard,585,34.5,85,2.01
2011,Faridkot,Mustard,851,34.9,67,2.48
2012,Faridkot,Mustard,479,30.1,58,2.44
2013,Faridkot,Mustard,1069,28.7,53,2.25
2014,Faridkot,Mustard,978,31.0,50,2.2
2015,Faridkot,Mustard,755,32.2,66,2.33
2016,Faridkot,Mustard,874,33.0,54,1.85
2017,Faridkot,Mustard,889,28.2,73,1.61
2018,Faridkot,Mustard,655,32.5,77,2.09
2019,Faridkot,Mustard,418,28.0,82,2.09
2020,Faridkot,Mustard,561,30.0,74,2.1
2021,Faridkot,Mustard,1063,28.8,65,2.47
2022,Faridkot,Mustard,926,27.4,72,1.95
2023,Faridkot,Mustard,647,30.5,55,1.95
2024,Faridkot,Mustard,653,26.3,61,2.16
2010,Faridkot,Potato,833,30.1,72,4.67
2011,Faridkot,Potato,471,25.7,80,5.39
2012,Faridkot,Potato,754,24.9,61,4.63
2013,Faridkot,Potato,1092,24.5,50,4.64
2014,Faridkot,Potato,899,25.6,60,4.54
2015,Faridkot,Potato,540,31.7,65,5.42
2016,Faridkot,Potato,459,31.0,79,4.73
2017,Faridkot,Potato,636,27.3,66,4.51
2018,Faridkot,Potato,561,24.3,65,4.52
2019,Faridkot,Potato,899,28.5,66,5.17
2020,Faridkot,Potato,605,27.0,69,5.21
2021,Faridkot,Potato,993,32.9,56,5.35
2022,Faridkot,Potato,975,27.6,50,4.68
2023,Faridkot,Potato,1014,24.1,67,5.39
2024,Faridkot,Potato,1040,34.7,64,4.81
2010,Faridkot,Bajra,829,29.2,59,1.96
2011,Faridkot,Bajra,735,30.9,68,1.94
2012,Faridkot,Bajra,709,29.6,68,2.4
2013,Faridkot,Bajra,715,28.0,66,2.33
2014,Faridkot,Bajra,434,29.6,63,1.8
2015,Faridkot,Bajra,759,27.0,72,2.08
2016,Faridkot,Bajra,838,34.5,58,1.82
2017,Faridkot,Bajra,1098,31.8,76,2.62
2018,Faridkot,Bajra,631,26.3,52,2.38
2019,Faridkot,Bajra,610,26.6,80,2.53
2020,Faridkot,Bajra,678,25.5,73,2.4
2021,Faridkot,Bajra,749,32.1,64,2.0
2022,Faridkot,Bajra,806,28.7,67,1.72
2023,Faridkot,Bajra,1019,25.9,65,2.65
2024,Faridkot,Bajra,763,28.5,59,2.13
2010,Faridkot,Gram,608,33.2,72,1.38
2011,Faridkot,Gram,707,28.4,77,1.86
2012,Faridkot,Gram,872,28.2,64,2.12
2013,Faridkot,Gram,913,27.3,78,2.0
2014,Faridkot,Gram,986,29.6,74,2.07
2015,Faridkot,Gram,581,32.5,72,2.18
2016,Faridkot,Gram,550,34.4,67,1.88
2017,Faridkot,Gram,578,27.4,57,1.92
2018,Faridkot,Gram,881,27.9,64,1.84
2019,Faridkot,Gram,749,26.6,61,1.72
2020,Faridkot,Gram,738,30.6,53,1.93
2021,Faridkot,Gram,630,28.1,83,1.56
2022,Faridkot,Gram,429,34.5,51,2.09
2023,Faridkot,Gram,1071,26.1,66,2.25
2024,Faridkot,Gram,976,29.6,66,1.7
2010,Faridkot,Sunflower,1045,24.1,64,2.12
2011,Faridkot,Sunflower,584,31.6,84,2.0
2012,Faridkot,Sunflower,918,31.5,66,2.66
2013,Faridkot,Sunflower,495,25.9,66,2.46
2014,Faridkot,Sunflower,593,26.5,66,1.96
2015,Faridkot,Sunflower,591,27.5,66,2.73
2016,Faridkot,Sunflower,914,25.4,55,2.19
2017,Faridkot,Sunflower,858,25.5,60,2.75
2018,Faridkot,Sunflower,1023,25.4,50,2.06
2019,Faridkot,Sunflower,1031,24.5,77,2.05
2020,Faridkot,Sunflower,445,30.0,78,2.71
2021,Faridkot,Sunflower,978,26.2,73,1.93
2022,Faridkot,Sunflower,948,26.7,54,1.91
2023,Faridkot,Sunflower,484,31.0,79,2.02
2024,Faridkot,Sunflower,550,24.2,57,2.33
2010,Muktsar,Wheat,982,29.9,73,3.05
2011,Muktsar,Wheat,584,30.2,64,3.38
2012,Muktsar,Wheat,900,30.4,68,3.48
2013,Muktsar,Wheat,609,27.8,55,3.76
2014,Muktsar,Wheat,529,34.7,62,3.62
2015,Muktsar,Wheat,945,30.5,75,3.2
2016,Muktsar,Wheat,1065,28.2,84,3.87
2017,Muktsar,Wheat,733,24.5,62,3.48
2018,Muktsar,Wheat,636,27.6,67,3.7
2019,Muktsar,Wheat,527,34.1,69,3.97
2020,Muktsar,Wheat,973,33.9,84,3.83
2021,Muktsar,Wheat,785,25.6,76,3.68
2022,Muktsar,Wheat,552,28.8,69,3.46
2023,Muktsar,Wheat,613,24.7,72,3.67
2024,Muktsar,Wheat,1056,26.0,50,3.95
2010,Muktsar,Rice,834,24.4,51,4.13
2011,Muktsar,Rice,609,33.9,65,4.54
2012,Muktsar,Rice,1071,34.0,66,4.37
2013,Muktsar,Rice,913,27.9,85,4.05
2014,Muktsar,Rice,413,34.3,82,4.46
2015,Muktsar,Rice,734,33.5,56,4.1
2016,Muktsar,Rice,657,29.3,80,4.2
2017,Muktsar,Rice,475,25.1,62,4.54
2018,Muktsar,Rice,753,25.7,64,4.31
2019,Muktsar,Rice,918,32.2,60,4.77
2020,Muktsar,Rice,518,25.3,51,4.39
2021,Muktsar,Rice,588,31.8,51,4.38
2022,Muktsar,Rice,946,30.6,74,4.28
2023,Muktsar,Rice,626,29.9,57,4.73
2024,Muktsar,Rice,540,33.5,61,4.26
2010,Muktsar,Cotton,572,26.4,73,3.17
2011,Muktsar,Cotton,845,32.8,75,2.64
2012,Muktsar,Cotton,601,28.2,59,3.08
2013,Muktsar,Cotton,898,30.5,53,3.03
2014,Muktsar,Cotton,830,31.4,53,2.65
2015,Muktsar,Cotton,434,24.5,63,2.96
2016,Muktsar,Cotton,408,25.5,66,3.17
2017,Muktsar,Cotton,1025,31.2,65,2.72
2018,Muktsar,Cotton,826,29.5,64,2.65
2019,Muktsar,Cotton,1096,30.8,70,2.36
2020,Muktsar,Cotton,508,32.0,80,3.12
2021,Muktsar,Cotton,726,33.5,64,2.38
2022,Muktsar,Cotton,1068,33.8,83,3.29
2023,Muktsar,Cotton,873,34.2,80,2.34
2024,Muktsar,Cotton,466,27.3,84,2.49
2010,Muktsar,Maize,1072,25.9,70,2.94
2011,Muktsar,Maize,421,32.5,73,3.4
2012,Muktsar,Maize,464,28.0,85,3.44
2013,Muktsar,Maize,950,33.2,70,3.12
2014,Muktsar,Maize,1087,28.2,52,3.09
2015,Muktsar,Maize,711,32.5,65,3.22
2016,Muktsar,Maize,530,28.4,63,2.76
2017,Muktsar,Maize,559,34.3,82,3.11
2018,Muktsar,Maize,670,30.1,75,3.2
2019,Muktsar,Maize,819,35.0,81,2.64
2020,Muktsar,Maize,889,24.4,80,2.64
2021,Muktsar,Maize,678,33.1,56,3.49
2022,Muktsar,Maize,799,27.4,66,2.52
2023,Muktsar,Maize,403,32.8,77,3.19
2024,Muktsar,Maize,727,31.2,65,2.69
2010,Muktsar,Sugarcane,1017,26.0,79,5.69
2011,Muktsar,Sugarcane,528,25.4,85,6.24
2012,Muktsar,Sugarcane,691,27.5,70,5.67
2013,Muktsar,Sugarcane,758,26.9,85,5.94
2014,Muktsar,Sugarcane,463,30.5,65,5.64
2015,Muktsar,Sugarcane,524,24.4,53,6.17
2016,Muktsar,Sugarcane,888,24.1,74,6.2
2017,Muktsar,Sugarcane,420,25.7,81,6.09
2018,Muktsar,Sugarcane,810,25.2,55,5.72
2019,Muktsar,Sugarcane,1060,28.5,85,5.81
2020,Muktsar,Sugarcane,669,30.2,70,6.16
2021,Muktsar,Sugarcane,504,31.6,78,5.66
2022,Muktsar,Sugarcane,586,34.4,73,5.81
2023,Muktsar,Sugarcane,731,28.7,58,6.15
2024,Muktsar,Sugarcane,647,32.6,60,5.7
2010,Muktsar,Mustard,1055,26.0,80,1.86
2011,Muktsar,Mustard,562,33.2,68,1.56
2012,Muktsar,Mustard,431,34.1,55,1.69
2013,Muktsar,Mustard,462,30.9,70,2.24
2014,Muktsar,Mustard,501,24.7,78,1.54
2015,Muktsar,Mustard,839,25.1,68,2.13
2016,Muktsar,Mustard,651,32.1,65,2.03
2017,Muktsar,Mustard,718,26.9,78,1.99
2018,Muktsar,Mustard,1002,34.7,56,2.2
2019,Muktsar,Mustard,603,25.6,75,1.54
2020,Muktsar,Mustard,633,34.0,53,2.0
2021,Muktsar,Mustard,647,24.6,78,2.31
2022,Muktsar,Mustard,499,30.9,66,2.0
2023,Muktsar,Mustard,408,30.6,50,2.11
2024,Muktsar,Mustard,966,27.7,74,2.22
2010,Muktsar,Potato,577,33.6,63,5.4
2011,Muktsar,Potato,739,33.5,75,5.47
2012,Muktsar,Potato,604,24.9,80,5.43
2013,Muktsar,Potato,887,28.1,52,4.7
2014,Muktsar,Potato,478,30.0,64,5.44
2015,Muktsar,Potato,465,24.0,76,4.7
2016,Muktsar,Potato,758,33.5,75,4.6
2017,Muktsar,Potato,1097,26.8,78,5.31
2018,Muktsar,Potato,533,25.7,59,5.27
2019,Muktsar,Potato,774,27.8,84,4.63
2020,Muktsar,Potato,1069,28.2,55,4.89
2021,Muktsar,Potato,991,24.2,66,4.79
2022,Muktsar,Potato,867,28.1,80,4.8
2023,Muktsar,Potato,902,27.7,60,4.75
2024,Muktsar,Potato,643,33.4,54,5.09
2010,Muktsar,Bajra,873,32.5,80,2.21
2011,Muktsar,Bajra,640,34.9,55,1.74
2012,Muktsar,Bajra,894,30.2,61,2.33
2013,Muktsar,Bajra,930,29.6,64,1.94
2014,Muktsar,Bajra,900,29.5,65,2.33
2015,Muktsar,Bajra,925,27.3,80,2.5
2016,Muktsar,Bajra,813,33.6,78,2.65
2017,Muktsar,Bajra,602,34.5,64,2.13
2018,Muktsar,Bajra,588,34.6,72,2.33
2019,Muktsar,Bajra,769,26.2,59,2.1
2020,Muktsar,Bajra,744,32.1,69,2.1
2021,Muktsar,Bajra,922,34.4,75,2.21
2022,Muktsar,Bajra,803,28.2,76,2.18
2023,Muktsar,Bajra,746,34.9,60,1.88
2024,Muktsar,Bajra,475,31.8,66,2.24
2010,Muktsar,Gram,884,26.9,68,1.38
2011,Muktsar,Gram,819,34.4,66,2.11
2012,Muktsar,Gram,846,29.7,82,2.18
2013,Muktsar,Gram,822,33.0,63,1.4
2014,Muktsar,Gram,866,32.3,77,2.01
2015,Muktsar,Gram,826,30.3,82,1.47
2016,Muktsar,Gram,1034,34.6,54,1.82
2017,Muktsar,Gram,545,33.5,80,1.52
2018,Muktsar,Gram,932,27.9,82,2.07
2019,Muktsar,Gram,616,25.5,67,2.03
2020,Muktsar,Gram,516,25.9,54,1.33
2021,Muktsar,Gram,638,34.7,80,1.34
2022,Muktsar,Gram,806,27.8,61,2.24
2023,Muktsar,Gram,691,29.4,82,1.43
2024,Muktsar,Gram,739,28.7,61,2.01
2010,Muktsar,Sunflower,867,26.6,84,2.21
2011,Muktsar,Sunflower,694,28.4,71,2.59
2012,Muktsar,Sunflower,888,26.4,81,2.1
2013,Muktsar,Sunflower,572,34.1,73,2.47
2014,Muktsar,Sunflower,682,28.0,70,2.05
2015,Muktsar,Sunflower,498,27.5,85,2.23
2016,Muktsar,Sunflower,646,28.3,73,2.39
2017,Muktsar,Sunflower,437,28.9,77,2.11
2018,Muktsar,Sunflower,631,25.2,83,2.41
2019,Muktsar,Sunflower,1094,29.3,78,2.26
2020,Muktsar,Sunflower,880,28.4,65,1.96
2021,Muktsar,Sunflower,1022,27.7,77,2.53
2022,Muktsar,Sunflower,975,26.5,83,2.34
2023,Muktsar,Sunflower,1024,32.7,62,2.19
2024,Muktsar,Sunflower,755,32.4,56,2.49
2010,Barnala,Wheat,989,28.2,74,3.85
2011,Barnala,Wheat,680,27.2,81,3.43
2012,Barnala,Wheat,1100,34.2,67,3.35
2013,Barnala,Wheat,403,25.8,84,3.86
2014,Barnala,Wheat,477,28.4,83,3.38
2015,Barnala,Wheat,565,34.8,53,3.58
2016,Barnala,Wheat,714,24.6,78,3.83
2017,Barnala,Wheat,919,24.4,74,3.95
2018,Barnala,Wheat,904,33.7,58,3.54
2019,Barnala,Wheat,429,29.0,76,3.11
2020,Barnala,Wheat,780,29.0,61,3.31
2021,Barnala,Wheat,414,34.7,50,3.81
2022,Barnala,Wheat,1025,27.9,58,3.02
2023,Barnala,Wheat,742,30.2,84,3.76
2024,Barnala,Wheat,840,27.5,54,3.44
2010,Barnala,Rice,405,29.9,80,4.14
2011,Barnala,Rice,579,29.4,83,4.37
2012,Barnala,Rice,920,28.3,53,4.47
2013,Barnala,Rice,910,26.0,57,4.13
2014,Barnala,Rice,646,26.8,77,4.28
2015,Barnala,Rice,467,26.0,66,4.71
2016,Barnala,Rice,1026,24.9,77,4.29
2017,Barnala,Rice,993,34.3,50,4.5
2018,Barnala,Rice,714,27.9,84,4.71
2019,Barnala,Rice,903,27.1,61,4.64
2020,Barnala,Rice,987,31.1,85,4.07
2021,Barnala,Rice,873,34.1,64,4.08
2022,Barnala,Rice,913,34.6,63,4.99
2023,Barnala,Rice,785,31.5,85,4.28
2024,Barnala,Rice,887,27.5,85,4.61
2010,Barnala,Cotton,828,28.3,85,2.9
2011,Barnala,Cotton,882,31.1,81,2.62
2012,Barnala,Cotton,982,31.3,50,2.82
2013,Barnala,Cotton,418,24.4,81,2.47
2014,Barnala,Cotton,995,24.9,81,3.14
2015,Barnala,Cotton,805,33.8,72,3.11
2016,Barnala,Cotton,854,33.5,51,2.46
2017,Barnala,Cotton,561,30.1,53,2.68
2018,Barnala,Cotton,1022,25.7,75,2.43
2019,Barnala,Cotton,854,25.4,61,2.6
2020,Barnala,Cotton,622,27.9,84,2.94
2021,Barnala,Cotton,811,24.8,52,2.47
2022,Barnala,Cotton,857,25.3,80,2.85
2023,Barnala,Cotton,614,32.9,58,3.03
2024,Barnala,Cotton,591,26.1,69,2.99
2010,Barnala,Maize,453,30.8,58,2.68
2011,Barnala,Maize,439,27.8,78,3.23
2012,Barnala,Maize,695,28.7,85,2.54
2013,Barnala,Maize,1069,29.1,80,2.52
2014,Barnala,Maize,883,27.8,79,3.37
2015,Barnala,Maize,452,28.8,76,3.48
2016,Barnala,Maize,442,30.3,79,2.67
2017,Barnala,Maize,1069,34.2,72,3.0
2018,Barnala,Maize,1053,31.1,81,3.36
2019,Barnala,Maize,1074,30.9,72,3.25
2020,Barnala,Maize,719,27.1,68,3.34
2021,Barnala,Maize,730,25.7,73,2.96
2022,Barnala,Maize,1058,28.2,79,2.9
2023,Barnala,Maize,507,28.0,66,2.54
2024,Barnala,Maize,713,29.2,51,3.41
2010,Barnala,Sugarcane,885,34.0,69,5.75
2011,Barnala,Sugarcane,643,33.2,75,6.3
2012,Barnala,Sugarcane,1000,32.7,73,5.57
2013,Barnala,Sugarcane,1086,28.5,50,6.49
2014,Barnala,Sugarcane,1024,25.4,55,5.59
2015,Barnala,Sugarcane,926,33.7,73,6.25
2016,Barnala,Sugarcane,515,33.3,55,5.88
2017,Barnala,Sugarcane,1092,26.9,68,6.37
2018,Barnala,Sugarcane,812,35.0,71,6.45
2019,Barnala,Sugarcane,421,29.0,78,6.39
2020,Barnala,Sugarcane,1056,31.5,75,5.51
2021,Barnala,Sugarcane,848,30.7,51,6.12
2022,Barnala,Sugarcane,1030,33.9,56,5.57
2023,Barnala,Sugarcane,671,28.1,55,5.67
2024,Barnala,Sugarcane,635,31.5,71,6.16
2010,Barnala,Mustard,441,29.1,85,2.08
2011,Barnala,Mustard,466,30.8,53,1.99
2012,Barnala,Mustard,735,30.7,77,2.24
2013,Barnala,Mustard,656,30.5,58,2.3
2014,Barnala,Mustard,577,29.2,55,1.81
2015,Barnala,Mustard,899,34.0,73,2.04
2016,Barnala,Mustard,1016,30.9,64,1.67
2017,Barnala,Mustard,660,32.4,83,2.18
2018,Barnala,Mustard,1044,26.0,55,2.4
2019,Barnala,Mustard,422,33.4,69,2.44
2020,Barnala,Mustard,417,33.9,85,2.33
2021,Barnala,Mustard,606,27.7,75,2.0
2022,Barnala,Mustard,759,30.6,80,1.88
2023,Barnala,Mustard,829,30.1,81,1.58
2024,Barnala,Mustard,727,31.6,62,2.16
2010,Barnala,Potato,678,28.8,64,4.69
2011,Barnala,Potato,559,30.2,59,4.67
2012,Barnala,Potato,1039,33.2,80,4.59
2013,Barnala,Potato,1042,33.1,61,5.42
2014,Barnala,Potato,843,28.6,52,5.33
2015,Barnala,Potato,421,26.8,73,5.36
2016,Barnala,Potato,964,34.3,79,5.11
2017,Barnala,Potato,966,27.0,64,4.77
2018,Barnala,Potato,886,30.7,56,5.48
2019,Barnala,Potato,802,32.8,83,5.26
2020,Barnala,Potato,595,33.4,53,5.33
2021,Barnala,Potato,753,26.9,54,5.35
2022,Barnala,Potato,729,25.2,69,4.86
2023,Barnala,Potato,590,30.3,64,5.18
2024,Barnala,Potato,537,32.7,55,5.13
2010,Barnala,Bajra,786,25.8,83,1.82
2011,Barnala,Bajra,613,30.4,81,2.65
2012,Barnala,Bajra,416,31.3,58,2.35
2013,Barnala,Bajra,1089,32.4,50,2.53
2014,Barnala,Bajra,526,33.8,68,2.4
2015,Barnala,Bajra,1089,25.2,74,2.41
2016,Barnala,Bajra,1051,33.0,66,2.15
2017,Barnala,Bajra,528,29.9,69,2.34
2018,Barnala,Bajra,425,28.6,72,2.44
2019,Barnala,Bajra,771,25.7,84,2.49
2020,Barnala,Bajra,684,31.7,75,1.82
2021,Barnala,Bajra,876,30.5,74,2.1
2022,Barnala,Bajra,585,27.1,70,2.68
2023,Barnala,Bajra,984,24.7,82,1.74
2024,Barnala,Bajra,442,30.1,72,1.81
2010,Barnala,Gram,1033,24.9,80,2.26
2011,Barnala,Gram,952,26.8,57,1.35
2012,Barnala,Gram,536,28.0,79,1.96
2013,Barnala,Gram,944,24.9,50,1.95
2014,Barnala,Gram,953,34.5,66,2.12
2015,Barnala,Gram,923,32.0,51,2.15
2016,Barnala,Gram,596,28.5,71,1.7
2017,Barnala,Gram,982,29.0,61,1.42
2018,Barnala,Gram,609,32.7,50,2.26
2019,Barnala,Gram,1091,28.1,75,1.85
2020,Barnala,Gram,962,29.6,62,2.17
2021,Barnala,Gram,470,32.2,50,2.03
2022,Barnala,Gram,1060,31.2,50,1.5
2023,Barnala,Gram,715,32.1,77,1.94
2024,Barnala,Gram,904,32.1,79,1.43
2010,Barnala,Sunflower,426,25.8,81,2.74
2011,Barnala,Sunflower,530,26.7,84,2.58
2012,Barnala,Sunflower,527,26.8,58,2.8
2013,Barnala,Sunflower,758,26.7,55,2.65
2014,Barnala,Sunflower,619,28.2,63,2.07
2015,Barnala,Sunflower,921,27.8,74,2.15
2016,Barnala,Sunflower,707,28.5,58,2.0
2017,Barnala,Sunflower,499,32.8,80,2.42
2018,Barnala,Sunflower,836,26.0,72,2.4
2019,Barnala,Sunflower,970,32.4,63,2.44
2020,Barnala,Sunflower,545,25.2,68,2.19
2021,Barnala,Sunflower,854,25.2,68,2.72
2022,Barnala,Sunflower,993,28.4,58,2.77
2023,Barnala,Sunflower,938,29.9,67,2.14
2024,Barnala,Sunflower,754,28.6,63,2.7
2010,Fatehgarh Sahib,Wheat,414,24.4,73,3.82
2011,Fatehgarh Sahib,Wheat,971,34.1,69,3.47
2012,Fatehgarh Sahib,Wheat,1019,30.7,69,3.33
2013,Fatehgarh Sahib,Wheat,1086,26.9,66,3.43
2014,Fatehgarh Sahib,Wheat,703,26.9,65,3.14
2015,Fatehgarh Sahib,Wheat,713,27.7,55,3.39
2016,Fatehgarh Sahib,Wheat,684,24.1,84,3.2
2017,Fatehgarh Sahib,Wheat,1001,26.4,71,3.66
2018,Fatehgarh Sahib,Wheat,525,34.9,79,3.97
2019,Fatehgarh Sahib,Wheat,763,27.4,63,3.92
2020,Fatehgarh Sahib,Wheat,912,24.7,56,3.59
2021,Fatehgarh Sahib,Wheat,501,27.3,65,3.35
2022,Fatehgarh Sahib,Wheat,1094,28.8,61,3.12
2023,Fatehgarh Sahib,Wheat,892,24.8,73,3.54
2024,Fatehgarh Sahib,Wheat,541,31.6,66,3.84
2010,Fatehgarh Sahib,Rice,721,27.1,83,4.51
